Mod:Item:MetaData, Localized Name
plustic:pipe_piece:0, Constantan Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Manasteel Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Livingwood Pipe Piece
plustic:pipe_piece:0, Terrasteel Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:pipe_piece:0, Fusewood Pipe Piece
plustic:pipe_piece:0, Ghostwood Pipe Piece
plustic:pipe_piece:0, Darkwood Pipe Piece
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Fluix Crystal Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Fluix Crystal Battery Cell
plustic:battery_cell:0, Nickel Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
pneumaticcraft:logistic_frame_active_provider, Logistic Active Provider Frame
pneumaticcraft:logistic_frame_passive_provider, Logistic Passive Provider Frame
pneumaticcraft:logistic_frame_storage, Logistic Storage Frame
pneumaticcraft:logistic_frame_default_storage, Logistic Default Storage Frame
pneumaticcraft:logistic_frame_requester, Logistic Requester Frame
pneumaticcraft:heat_frame, Heat Frame
pneumaticcraft:spawner_agitator, Spawner Agitator
pneumaticcraft:crop_support, Crop Support
pneumaticcraft:transfer_gadget, Transfer Gadget
pneumaticcraft:safety_tube_module, Safety Tube Module
pneumaticcraft:pressure_gauge_module, Pressure Gauge Tube Module
pneumaticcraft:flow_detector_module, Flow Detector Tube Module
pneumaticcraft:air_grate_module, Air Grate Tube Module
pneumaticcraft:regulator_tube_module, Regulator Tube Module
pneumaticcraft:charging_module, Charging Module
pneumaticcraft:logistics_module, Logistics Module
pneumaticcraft:fluid.lpg, LPG
pneumaticcraft:fluid.plastic, Plastic
pneumaticcraft:fluid.fuel, Gasoline
pneumaticcraft:fluid.kerosene, Kerosene
pneumaticcraft:fluid.etchacid, Etching Acid
pneumaticcraft:gps_tool, GPS Tool
pneumaticcraft:gps_area_tool, GPS Area Tool
pneumaticcraft:ingot_iron_compressed, Compressed Iron Ingot
pneumaticcraft:pressure_gauge, Pressure Gauge
pneumaticcraft:stone_base, Stone Base
pneumaticcraft:cannon_barrel, Cannon Barrel
pneumaticcraft:turbine_blade, Turbine Blade
pneumaticcraft:plastic:0, Black Plastic
pneumaticcraft:plastic:1, Red Plastic
pneumaticcraft:plastic:2, Green Plastic
pneumaticcraft:plastic:3, Brown Plastic
pneumaticcraft:plastic:4, Blue Plastic
pneumaticcraft:plastic:5, Purple Plastic
pneumaticcraft:plastic:6, Cyan Plastic
pneumaticcraft:plastic:7, Light Gray Plastic
pneumaticcraft:plastic:8, Gray Plastic
pneumaticcraft:plastic:9, Pink Plastic
pneumaticcraft:plastic:10, Lime Plastic
pneumaticcraft:plastic:11, Yellow Plastic
pneumaticcraft:plastic:12, Light Blue Plastic
pneumaticcraft:plastic:13, Magenta Plastic
pneumaticcraft:plastic:14, Orange Plastic
pneumaticcraft:plastic:15, White Plastic
pneumaticcraft:air_canister, Air Canister
pneumaticcraft:vortex_cannon, Vortex Cannon
pneumaticcraft:pneumatic_cylinder, Pneumatic Cylinder
pneumaticcraft:pneumatic_helmet, Pneumatic Helmet
pneumaticcraft:manometer, Manometer
pneumaticcraft:turbine_rotor, Turbine Rotor
pneumaticcraft:assembly_program:0, Assembly Program: Drill
pneumaticcraft:assembly_program:1, Assembly Program: Laser
pneumaticcraft:assembly_program:2, Assembly Program: Drill & Laser
pneumaticcraft:empty_pcb:0, Empty PCB
pneumaticcraft:empty_pcb:100, Empty PCB
pneumaticcraft:unassembled_pcb, Unassembled PCB
pneumaticcraft:pcb_blueprint, PCB Blueprint
pneumaticcraft:transistor, Transistor
pneumaticcraft:capacitor, Capacitor
pneumaticcraft:printed_circuit_board, Printed Circuit Board
pneumaticcraft:failed_pcb, Failed PCB
pneumaticcraft:network_component:0, Diagnostic Subroutine
pneumaticcraft:network_component:1, Network API
pneumaticcraft:network_component:2, Network Data Storage
pneumaticcraft:network_component:3, Network IO Port
pneumaticcraft:network_component:4, Network Registry
pneumaticcraft:network_component:5, Network Node
pneumaticcraft:stop_worm, STOP! -Worm
pneumaticcraft:nuke_virus, Nuke Virus
pneumaticcraft:compressed_iron_gear, Compressed Iron Gear
pneumaticcraft:pneumatic_wrench, Pneumatic Wrench
pneumaticcraft:drone, Drone
pneumaticcraft:programming_puzzle:1, Red Programming Puzzle
pneumaticcraft:programming_puzzle:2, Green Programming Puzzle
pneumaticcraft:programming_puzzle:3, Brown Programming Puzzle
pneumaticcraft:programming_puzzle:4, Blue Programming Puzzle
pneumaticcraft:programming_puzzle:5, Purple Programming Puzzle
pneumaticcraft:programming_puzzle:6, Cyan Programming Puzzle
pneumaticcraft:programming_puzzle:8, Gray Programming Puzzle
pneumaticcraft:programming_puzzle:9, Pink Programming Puzzle
pneumaticcraft:programming_puzzle:10, Lime Programming Puzzle
pneumaticcraft:programming_puzzle:11, Yellow Programming Puzzle
pneumaticcraft:programming_puzzle:12, Light Blue Programming Puzzle
pneumaticcraft:programming_puzzle:14, Orange Programming Puzzle
pneumaticcraft:programming_puzzle:15, White Programming Puzzle
pneumaticcraft:advanced_pcb, Advanced PCB
pneumaticcraft:remote, Remote
pneumaticcraft:seismic_sensor, Seismic Sensor
pneumaticcraft:logistics_configurator, Logistics Configurator
pneumaticcraft:logistic_drone, Logistic Drone
pneumaticcraft:gun_ammo, Gun Ammo
pneumaticcraft:amadron_tablet, Amadron Tablet
pneumaticcraft:minigun, Minigun
pneumaticcraft:camo_applicator, Camouflage Applicator
pneumaticcraft:volume_upgrade, Volume Upgrade
pneumaticcraft:dispenser_upgrade, Dispenser Upgrade
pneumaticcraft:item_life_upgrade, Item Life Upgrade
pneumaticcraft:entity_tracker_upgrade, Entity Tracker Upgrade
pneumaticcraft:block_tracker_upgrade, Block Tracker Upgrade
pneumaticcraft:speed_upgrade, Speed Upgrade
pneumaticcraft:search_upgrade, Item Search Upgrade
pneumaticcraft:coordinate_tracker_upgrade, Coordinate Tracker Upgrade
pneumaticcraft:range_upgrade, Range Upgrade
pneumaticcraft:security_upgrade, Security Upgrade
pneumaticcraft:pressure_tube, Pressure Tube
pneumaticcraft:advanced_pressure_tube, Advanced Pressure Tube
pneumaticcraft:air_compressor, Air Compressor
pneumaticcraft:advanced_air_compressor, Advanced Air Compressor
pneumaticcraft:air_cannon, Air Cannon
pneumaticcraft:pressure_chamber_wall, Pressure Chamber Wall
pneumaticcraft:pressure_chamber_glass, Pressure Chamber Glass
pneumaticcraft:pressure_chamber_valve, Pressure Chamber Valve
pneumaticcraft:charging_station, Charging Station
pneumaticcraft:elevator_base, Elevator Base
pneumaticcraft:elevator_frame, Elevator Frame
pneumaticcraft:pressure_chamber_interface, Pressure Chamber Interface
pneumaticcraft:vacuum_pump, Vacuum Pump
pneumaticcraft:pneumatic_door_base, Pneumatic Door Base
pneumaticcraft:pneumatic_door, Pneumatic Door
pneumaticcraft:assembly_io_unit, Assembly IO Unit
pneumaticcraft:assembly_platform, Assembly Platform
pneumaticcraft:assembly_drill, Assembly Drill
pneumaticcraft:assembly_laser, Assembly Laser
pneumaticcraft:assembly_controller, Assembly Controller
pneumaticcraft:compressed_iron_block, Block of Compressed Iron
pneumaticcraft:uv_light_box, UV Light Box
pneumaticcraft:security_station, Security Station
pneumaticcraft:universal_sensor, Universal Sensor
pneumaticcraft:aerial_interface, Aerial Interface
pneumaticcraft:electrostatic_compressor, Electrostatic Compressor
pneumaticcraft:aphorism_tile, Aphorism Tile
pneumaticcraft:omnidirectional_hopper, Omnidirectional Hopper
pneumaticcraft:liquid_hopper, Liquid Hopper
pneumaticcraft:elevator_caller, Elevator Caller
pneumaticcraft:programmer, Programmer
pneumaticcraft:creative_compressor, Creative Compressor
pneumaticcraft:plastic_mixer, Plastic Mixer
pneumaticcraft:liquid_compressor, Liquid Compressor
pneumaticcraft:advanced_liquid_compressor, Advanced Liquid Compressor
pneumaticcraft:heat_sink, Heat Sink
pneumaticcraft:vortex_tube, Vortex Tube
pneumaticcraft:programmable_controller, Programmable Controller
pneumaticcraft:gas_lift, Gas Lift
pneumaticcraft:refinery, Refinery
pneumaticcraft:thermopneumatic_processing_plant, Thermopneumatic Processing Plant
pneumaticcraft:kerosene_lamp, Kerosene Lamp
pneumaticcraft:sentry_turret, Sentry Turret
pneumaticcraft:flux_compressor, Flux Compressor
pneumaticcraft:pneumatic_dynamo, Pneumatic Dynamo
pneumaticcraft:drone_interface, Drone Interface
prospects:flower:0, Affine (Aluminum)
prospects:flower:1, Camellia (Florite)
prospects:flower:2, Clover (Zinc)
prospects:flower:3, Hauman (Copper)
prospects:flower:4, Horsetail (Gold)
prospects:flower:5, Leadplant (Lead)
prospects:flower:6, Malva (Cadmium)
prospects:flower:7, Indian Mustard (Silver)
prospects:flower:8, Poorjoe (Iron)
prospects:flower:9, Primrose (Uranium)
prospects:flower:10, Shrub Violet (Nickel)
prospects:flower:11, Vallozia (Diamond)
prospects:flower:12, Flame Lily (Redstone)
prospects:flower:13, Tansy (Tin)
prospects:pan, Gold Pan
prospects:pick, Prospecting Pick
prospects:sifter, Sifting Pan
rainboaks:rainboak_log, Rainbow Oak Wood
rainboaks:rainboak_leaves:0, Rainbow Oak Leaves
rainboaks:rainboak_sapling, Rainbow Oak Sapling
rockhounding_core:heat_inductor, Induction Heating Interface
rockhounding_core:gas_turbine, Gas Turbine
rockhounding_core:fuel_blend, Fuel Blend
rockhounding_core:mod_wrench, Mod Wrench
rockhounding_rocks:rock_finder, Rock Finder
rockhounding_rocks:sandpaper, Sandpaper
rockhounding_rocks:cutting_blade, Cutting Blade
rockhounding_rocks:dummy_hammer, Dummy Hammer
rockhounding_rocks:pattern_items:0, Customized Cut
rockhounding_rocks:pattern_items:1, Plain Block
rockhounding_rocks:pattern_items:2, Polished Block
rockhounding_rocks:pattern_items:3, Double Slab
rockhounding_rocks:pattern_items:4, Bricks
rockhounding_rocks:pattern_items:5, Short Bricks
rockhounding_rocks:pattern_items:6, Debossed Tile
rockhounding_rocks:pattern_items:7, Parquet Tile
rockhounding_rocks:pattern_items:8, Paving Tile
rockhounding_rocks:pattern_items:9, Tile
rockhounding_rocks:pattern_items:10, Carved Block
rockhounding_rocks:pattern_items:11, Fluted Column
rockhounding_rocks:pattern_items:12, Doric Column
rockhounding_rocks:pattern_items:13, Tetrapylon
rockhounding_rocks:pattern_items:14, Pedestal
rockhounding_rocks:pattern_items:15, Segmented Column
rockhounding_rocks:pattern_items:16, item.rockhounding_rocks:pattern_items.post.name
rockhounding_rocks:pattern_items:17, Stele
rockhounding_rocks:pattern_items:18, Fountain
rockhounding_rocks:pattern_items:19, Lantern
rockhounding_rocks:pattern_items:20, Twisted Slabs
rockhounding_rocks:pattern_cards:0, Plain Block Scheme
rockhounding_rocks:pattern_cards:1, Polished Block Scheme
rockhounding_rocks:pattern_cards:2, Double Slab Scheme
rockhounding_rocks:pattern_cards:3, Bricks Scheme
rockhounding_rocks:pattern_cards:4, Short Bricks Scheme
rockhounding_rocks:pattern_cards:5, Debossed Tile Scheme
rockhounding_rocks:pattern_cards:6, Parquet Tile Scheme
rockhounding_rocks:pattern_cards:7, Paving Tile Scheme
rockhounding_rocks:pattern_cards:8, Tile Scheme
rockhounding_rocks:pattern_cards:9, Carved Block Scheme
rockhounding_rocks:sculpting_cards:0, Fluted Column Scheme
rockhounding_rocks:sculpting_cards:1, Doric Column Scheme
rockhounding_rocks:sculpting_cards:2, Tetrapylon Scheme
rockhounding_rocks:sculpting_cards:3, Pedestal Scheme
rockhounding_rocks:sculpting_cards:4, Segmented Column Scheme
rockhounding_rocks:sculpting_cards:5, Segmented Post Scheme
rockhounding_rocks:sculpting_cards:6, Stele Scheme
rockhounding_rocks:sculpting_cards:7, Fountain Scheme
rockhounding_rocks:sculpting_cards:8, Lantern Scheme
rockhounding_rocks:sculpting_cards:9, Twisted Slabs Scheme
rockhounding_rocks:misc_items:0, Fish Oil
rockhounding_rocks:misc_items:1, Treated Timber
rockhounding_rocks:misc_items:2, Water Wheel Paddle
rockhounding_rocks:misc_items:3, Wooden Gear
rockhounding_rocks:misc_items:4, Sledgehammer
rockhounding_rocks:machines:0, Cutting Station
rockhounding_rocks:machines:1, Rocks Vending System
rockhounding_rocks:machines:2, Water Wheel
rockhounding_rocks:machines:4, Rock Platform
rockhounding_rocks:machines:5, Stone Rammer
rockhounding_rocks:machines:7, Carving Bench
rockhounding_rocks:machines:9, Carving Bench Rack
rockhounding_rocks:machines:10, Sculpting Bench
rockhounding_rocks:rocks_a:0, Black Aventurine
rockhounding_rocks:rocks_a:1, Basanite
rockhounding_rocks:rocks_a:2, Black Granite
rockhounding_rocks:rocks_a:3, Jet
rockhounding_rocks:rocks_a:4, Luxulianite
rockhounding_rocks:rocks_a:5, Black Onyx
rockhounding_rocks:rocks_a:6, Portoro
rockhounding_rocks:rocks_a:7, Snowflake Obsidian
rockhounding_rocks:rocks_a:8, Black Tiger Eye
rockhounding_rocks:rocks_a:9, Slate
rockhounding_rocks:rocks_a:10, Gabbro
rockhounding_rocks:rocks_a:11, Blue Aventurine
rockhounding_rocks:rocks_a:12, Chrysocolla
rockhounding_rocks:rocks_a:13, Blue Granite
rockhounding_rocks:rocks_a:14, Blue Jasper
rockhounding_rocks:rocks_a:15, Labradorite
rockhounding_rocks:rocks_b:0, Larimar
rockhounding_rocks:rocks_b:1, Blue Onyx
rockhounding_rocks:rocks_b:2, Pietersite
rockhounding_rocks:rocks_b:3, Sodalite
rockhounding_rocks:rocks_b:4, Blue Tiger Eye
rockhounding_rocks:rocks_b:5, Azurite
rockhounding_rocks:rocks_b:6, Brown Aventurine
rockhounding_rocks:rocks_b:7, Laterite
rockhounding_rocks:rocks_b:8, Brown Carnelian
rockhounding_rocks:rocks_b:9, Brown Porphyry
rockhounding_rocks:rocks_b:10, Scoria
rockhounding_rocks:rocks_b:11, Smoky Quartz
rockhounding_rocks:rocks_b:12, Bronzite
rockhounding_rocks:rocks_b:13, Tiger Iron
rockhounding_rocks:rocks_b:14, Arkose
rockhounding_rocks:rocks_b:15, Ignimbrite
rockhounding_rocks:rocks_c:0, Gneiss
rockhounding_rocks:rocks_c:1, Pumice
rockhounding_rocks:rocks_c:2, Gray Granite
rockhounding_rocks:rocks_c:3, Gray Onyx
rockhounding_rocks:rocks_c:4, Gray Porphyry
rockhounding_rocks:rocks_c:5, Spiderweb Jasper
rockhounding_rocks:rocks_c:6, Gray Trachyte
rockhounding_rocks:rocks_c:7, Travertine
rockhounding_rocks:rocks_c:8, Gray Tuff
rockhounding_rocks:rocks_c:9, Zebra Jasper
rockhounding_rocks:rocks_c:10, Dacite
rockhounding_rocks:rocks_c:11, Migmatite
rockhounding_rocks:rocks_c:12, Amazonite
rockhounding_rocks:rocks_c:13, Green Aventurine
rockhounding_rocks:rocks_c:14, Green Granite
rockhounding_rocks:rocks_c:15, Green Onyx
rockhounding_rocks:rocks_d:0, Green Porphyry
rockhounding_rocks:rocks_d:1, Green Jasper
rockhounding_rocks:rocks_d:2, Bloodstone
rockhounding_rocks:rocks_d:3, Jadeite
rockhounding_rocks:rocks_d:4, Malachite
rockhounding_rocks:rocks_d:5, Serpentinite
rockhounding_rocks:rocks_d:6, Zoisite
rockhounding_rocks:rocks_d:7, Green Tiger Eye
rockhounding_rocks:rocks_d:8, Green Tuff
rockhounding_rocks:rocks_d:9, Unakite
rockhounding_rocks:rocks_d:10, Chyrsoprase
rockhounding_rocks:rocks_d:11, Rainforest Jasper
rockhounding_rocks:rocks_d:12, Glauconite
rockhounding_rocks:rocks_d:13, Dunite
rockhounding_rocks:rocks_d:14, Rhodochrosite
rockhounding_rocks:rocks_d:15, Kakortokite
rockhounding_rocks:rocks_e:0, Pink Granite
rockhounding_rocks:rocks_e:1, Pink Onyx
rockhounding_rocks:rocks_e:2, Pink Trachyte
rockhounding_rocks:rocks_e:3, Pink Porphyry
rockhounding_rocks:rocks_e:4, Pink Travertine
rockhounding_rocks:rocks_e:5, Rhodonite
rockhounding_rocks:rocks_e:6, Charoite
rockhounding_rocks:rocks_e:7, Jasperoid
rockhounding_rocks:rocks_e:8, Sugilite
rockhounding_rocks:rocks_e:9, Stichtite
rockhounding_rocks:rocks_e:10, Dumortierite
rockhounding_rocks:rocks_e:11, Purple Porphyry
rockhounding_rocks:rocks_e:12, Aplite
rockhounding_rocks:rocks_e:13, Red Carnelian
rockhounding_rocks:rocks_e:14, Red Aventurine
rockhounding_rocks:rocks_e:15, Red Granite
rockhounding_rocks:rocks_f:0, Red Onyx
rockhounding_rocks:rocks_f:1, Red Porphyry
rockhounding_rocks:rocks_f:2, Red Jasper
rockhounding_rocks:rocks_f:3, Red Rose
rockhounding_rocks:rocks_f:4, Sunstone
rockhounding_rocks:rocks_f:5, Red Trachyte
rockhounding_rocks:rocks_f:6, Noreena Jasper
rockhounding_rocks:rocks_f:7, Mookaite Jasper
rockhounding_rocks:rocks_f:8, Red Tiger Eye
rockhounding_rocks:rocks_f:9, Jaspilite
rockhounding_rocks:rocks_f:10, Alabaster
rockhounding_rocks:rocks_f:11, Chalk
rockhounding_rocks:rocks_f:12, White Granite
rockhounding_rocks:rocks_f:13, White Onyx
rockhounding_rocks:rocks_f:14, Moonstone
rockhounding_rocks:rocks_f:15, Porcelain Jasper
rockhounding_rocks:rocks_g:0, Milky Quartz
rockhounding_rocks:rocks_g:1, White Tuff
rockhounding_rocks:rocks_g:2, Ocean Jasper
rockhounding_rocks:rocks_g:3, Howlite
rockhounding_rocks:rocks_g:4, Dalmatian Jasper
rockhounding_rocks:rocks_g:5, Diatomite
rockhounding_rocks:rocks_g:6, Yellow Aventurine
rockhounding_rocks:rocks_g:7, Yellow Granite
rockhounding_rocks:rocks_g:8, Yellow Jasper
rockhounding_rocks:rocks_g:9, Yellow Onyx
rockhounding_rocks:rocks_g:10, Yellow Porphyry
rockhounding_rocks:rocks_g:11, Yellow Tiger Eye
rockhounding_rocks:rocks_g:12, Yellow Trachyte
rockhounding_rocks:rocks_g:13, Yellow Tuff
rockhounding_rocks:rocks_g:14, Mudstone
rockhounding_rocks:rocks_g:15, Felsite
rockhounding_rocks:blocks_a:0, Black Aventurine Plain Block
rockhounding_rocks:blocks_a:1, Basanite Plain Block
rockhounding_rocks:blocks_a:2, Black Granite Plain Block
rockhounding_rocks:blocks_a:3, Jet Plain Block
rockhounding_rocks:blocks_a:4, Luxulianite Plain Block
rockhounding_rocks:blocks_a:5, Black Onyx Plain Block
rockhounding_rocks:blocks_a:6, Portoro Plain Block
rockhounding_rocks:blocks_a:7, Snowflake Obsidian Plain Block
rockhounding_rocks:blocks_a:8, Black Tiger Eye Plain Block
rockhounding_rocks:blocks_a:9, Slate Plain Block
rockhounding_rocks:blocks_a:10, Gabbro Plain Block
rockhounding_rocks:blocks_a:11, Blue Aventurine Plain Block
rockhounding_rocks:blocks_a:12, Chrysocolla Plain Block
rockhounding_rocks:blocks_a:13, Blue Granite Plain Block
rockhounding_rocks:blocks_a:14, Blue Jasper Plain Block
rockhounding_rocks:blocks_a:15, Labradorite Plain Block
rockhounding_rocks:blocks_b:0, Larimar Plain Block
rockhounding_rocks:blocks_b:1, Blue Onyx Plain Block
rockhounding_rocks:blocks_b:2, Pietersite Plain Block
rockhounding_rocks:blocks_b:3, Sodalite Plain Block
rockhounding_rocks:blocks_b:4, Blue Tiger Eye Plain Block
rockhounding_rocks:blocks_b:5, Azurite Plain Block
rockhounding_rocks:blocks_b:6, Brown Aventurine Plain Block
rockhounding_rocks:blocks_b:7, Laterite Plain Block
rockhounding_rocks:blocks_b:8, Brown Carnelian Plain Block
rockhounding_rocks:blocks_b:9, Brown Porphyry Plain Block
rockhounding_rocks:blocks_b:10, Scoria Plain Block
rockhounding_rocks:blocks_b:11, Smoky Quartz Plain Block
rockhounding_rocks:blocks_b:12, Bronzite Plain Block
rockhounding_rocks:blocks_b:13, Tiger Iron Plain Block
rockhounding_rocks:blocks_b:14, Arkose Plain Block
rockhounding_rocks:blocks_b:15, Ignimbrite Plain Block
rockhounding_rocks:blocks_c:0, Gneiss Plain Block
rockhounding_rocks:blocks_c:1, Pumice Plain Block
rockhounding_rocks:blocks_c:2, Gray Granite Plain Block
rockhounding_rocks:blocks_c:3, Gray Onyx Plain Block
rockhounding_rocks:blocks_c:4, Gray Porphyry Plain Block
rockhounding_rocks:blocks_c:5, Spiderweb Jasper Plain Block
rockhounding_rocks:blocks_c:6, Gray Trachyte Plain Block
rockhounding_rocks:blocks_c:7, Travertine Plain Block
rockhounding_rocks:blocks_c:8, Gray Tuff Plain Block
rockhounding_rocks:blocks_c:9, Zebra Jasper Plain Block
rockhounding_rocks:blocks_c:10, Dacite Plain Block
rockhounding_rocks:blocks_c:11, Migmatite Plain Block
rockhounding_rocks:blocks_c:12, Amazonite Plain Block
rockhounding_rocks:blocks_c:13, Green Aventurine Plain Block
rockhounding_rocks:blocks_c:14, Green Granite Plain Block
rockhounding_rocks:blocks_c:15, Green Onyx Plain Block
rockhounding_rocks:blocks_d:0, Green Porphyry Plain Block
rockhounding_rocks:blocks_d:1, Green Jasper Plain Block
rockhounding_rocks:blocks_d:2, Bloodstone Plain Block
rockhounding_rocks:blocks_d:3, Jadeite Plain Block
rockhounding_rocks:blocks_d:4, Malachite Plain Block
rockhounding_rocks:blocks_d:5, Serpentinite Plain Block
rockhounding_rocks:blocks_d:6, Zoisite Plain Block
rockhounding_rocks:blocks_d:7, Green Tiger Eye Plain Block
rockhounding_rocks:blocks_d:8, Green Tuff Plain Block
rockhounding_rocks:blocks_d:9, Unakite Plain Block
rockhounding_rocks:blocks_d:10, Chyrsoprase Plain Block
rockhounding_rocks:blocks_d:11, Rainforest Jasper Plain Block
rockhounding_rocks:blocks_d:12, Glauconite Plain Block
rockhounding_rocks:blocks_d:13, Dunite Plain Block
rockhounding_rocks:blocks_d:14, Rhodochrosite Plain Block
rockhounding_rocks:blocks_d:15, Kakortokite Plain Block
rockhounding_rocks:blocks_e:0, Pink Granite Plain Block
rockhounding_rocks:blocks_e:1, Pink Onyx Plain Block
rockhounding_rocks:blocks_e:2, Pink Trachyte Plain Block
rockhounding_rocks:blocks_e:3, Pink Porphyry Plain Block
rockhounding_rocks:blocks_e:4, Pink Travertine Plain Block
rockhounding_rocks:blocks_e:5, Rhodonite Plain Block
rockhounding_rocks:blocks_e:6, Charoite Plain Block
rockhounding_rocks:blocks_e:7, Jasperoid Plain Block
rockhounding_rocks:blocks_e:8, Sugilite Plain Block
rockhounding_rocks:blocks_e:9, Stichtite Plain Block
rockhounding_rocks:blocks_e:10, Dumortierite Plain Block
rockhounding_rocks:blocks_e:11, Purple Porphyry Plain Block
rockhounding_rocks:blocks_e:12, Aplite Plain Block
rockhounding_rocks:blocks_e:13, Red Carnelian Plain Block
rockhounding_rocks:blocks_e:14, Red Aventurine Plain Block
rockhounding_rocks:blocks_e:15, Red Granite Plain Block
rockhounding_rocks:blocks_f:0, Red Onyx Plain Block
rockhounding_rocks:blocks_f:1, Red Porphyry Plain Block
rockhounding_rocks:blocks_f:2, Red Jasper Plain Block
rockhounding_rocks:blocks_f:3, Red Rose Plain Block
rockhounding_rocks:blocks_f:4, Sunstone Plain Block
rockhounding_rocks:blocks_f:5, Red Trachyte Plain Block
rockhounding_rocks:blocks_f:6, Noreena Jasper Plain Block
rockhounding_rocks:blocks_f:7, Mookaite Jasper Plain Block
rockhounding_rocks:blocks_f:8, Red Tiger Eye Plain Block
rockhounding_rocks:blocks_f:9, Jaspilite Plain Block
rockhounding_rocks:blocks_f:10, Alabaster Plain Block
rockhounding_rocks:blocks_f:11, Chalk Plain Block
rockhounding_rocks:blocks_f:12, White Granite Plain Block
rockhounding_rocks:blocks_f:13, White Onyx Plain Block
rockhounding_rocks:blocks_f:14, Moonstone Plain Block
rockhounding_rocks:blocks_f:15, Porcelain Jasper Plain Block
rockhounding_rocks:blocks_g:0, Milky Quartz Plain Block
rockhounding_rocks:blocks_g:1, White Tuff Plain Block
rockhounding_rocks:blocks_g:2, Ocean Jasper Plain Block
rockhounding_rocks:blocks_g:3, Howlite Plain Block
rockhounding_rocks:blocks_g:4, Dalmatian Jasper Plain Block
rockhounding_rocks:blocks_g:5, Diatomite Plain Block
rockhounding_rocks:blocks_g:6, Yellow Aventurine Plain Block
rockhounding_rocks:blocks_g:7, Yellow Granite Plain Block
rockhounding_rocks:blocks_g:8, Yellow Jasper Plain Block
rockhounding_rocks:blocks_g:9, Yellow Onyx Plain Block
rockhounding_rocks:blocks_g:10, Yellow Porphyry Plain Block
rockhounding_rocks:blocks_g:11, Yellow Tiger Eye Plain Block
rockhounding_rocks:blocks_g:12, Yellow Trachyte Plain Block
rockhounding_rocks:blocks_g:13, Yellow Tuff Plain Block
rockhounding_rocks:blocks_g:14, Mudstone Plain Block
rockhounding_rocks:blocks_g:15, Felsite Plain Block
rockhounding_rocks:polished_a:0, Black Aventurine Polished Block
rockhounding_rocks:polished_a:1, Basanite Polished Block
rockhounding_rocks:polished_a:2, Black Granite Polished Block
rockhounding_rocks:polished_a:3, Jet Polished Block
rockhounding_rocks:polished_a:4, Luxulianite Polished Block
rockhounding_rocks:polished_a:5, Black Onyx Polished Block
rockhounding_rocks:polished_a:6, Portoro Polished Block
rockhounding_rocks:polished_a:7, Snowflake Obsidian Polished Block
rockhounding_rocks:polished_a:8, Black Tiger Eye Polished Block
rockhounding_rocks:polished_a:9, Slate Polished Block
rockhounding_rocks:polished_a:10, Gabbro Polished Block
rockhounding_rocks:polished_a:11, Blue Aventurine Polished Block
rockhounding_rocks:polished_a:12, Chrysocolla Polished Block
rockhounding_rocks:polished_a:13, Blue Granite Polished Block
rockhounding_rocks:polished_a:14, Blue Jasper Polished Block
rockhounding_rocks:polished_a:15, Labradorite Polished Block
rockhounding_rocks:polished_b:0, Larimar Polished Block
rockhounding_rocks:polished_b:1, Blue Onyx Polished Block
rockhounding_rocks:polished_b:2, Pietersite Polished Block
rockhounding_rocks:polished_b:3, Sodalite Polished Block
rockhounding_rocks:polished_b:4, Blue Tiger Eye Polished Block
rockhounding_rocks:polished_b:5, Azurite Polished Block
rockhounding_rocks:polished_b:6, Brown Aventurine Polished Block
rockhounding_rocks:polished_b:7, Laterite Polished Block
rockhounding_rocks:polished_b:8, Brown Carnelian Polished Block
rockhounding_rocks:polished_b:9, Brown Porphyry Polished Block
rockhounding_rocks:polished_b:10, Scoria Polished Block
rockhounding_rocks:polished_b:11, Smoky Quartz Polished Block
rockhounding_rocks:polished_b:12, Bronzite Polished Block
rockhounding_rocks:polished_b:13, Tiger Iron Polished Block
rockhounding_rocks:polished_b:14, Arkose Polished Block
rockhounding_rocks:polished_b:15, Ignimbrite Polished Block
